cell_id,dataset,n_stored,n_kept,n_dropped_by_cleaning,too_short,q1,q1_first,q1_material_diff,denominator,excluded_by_guard,T,q1_k1,q1_k10,q1_k20,q1_k50,T_r2_rho0.70,guard_r2_rho0.70,T_r1_rho0.70,guard_r1_rho0.70,T_r2_rho0.75,guard_r2_rho0.75,T_r1_rho0.75,guard_r1_rho0.75,T_r2_rho0.80,guard_r2_rho0.80,T_r1_rho0.80,guard_r1_rho0.80,T_r2_rho0.85,guard_r2_rho0.85,T_r1_rho0.85,guard_r1_rho0.85,T_r2_rho0.90,guard_r2_rho0.90,T_r1_rho0.90,guard_r1_rho0.90,t1,T_from_record_end,fit_start,fit_end,monotone_violation_Ah,monotone_within_tol,rmse_power_law,rmse_two_term_exponential,rmse_rollover,best_family_in_sample,n_pos_k2.0_m2,n_neg_k2.0_m2,n_pos_k2.0_m3,n_neg_k2.0_m3,n_pos_k2.5_m2,n_neg_k2.5_m2,n_pos_k2.5_m3,n_neg_k2.5_m3,n_pos_k3.0_m2,n_neg_k3.0_m2,n_pos_k3.0_m3,n_neg_k3.0_m3,n_pos_k3.5_m2,n_neg_k3.5_m2,n_pos_k3.5_m3,n_neg_k3.5_m3,n_pos_k4.0_m2,n_neg_k4.0_m2,n_pos_k4.0_m3,n_neg_k4.0_m3,residual_scale_Ah
MATR_b3c0,MATR,1007,1007,0,False,1.0708755107226144,1.0676003167832169,False,0.19087551072261433,False,1007.0,1.0676003167832169,1.0704691379953415,1.0708755107226144,1.0712839906759943,,False,,False,,False,,False,1007.0,False,,False,961.0,False,985.0,False,892.0,False,935.0,False,20.0,True,20.0,1007.0,0.0036836738927774615,True,0.006662813121297433,0.00097748051141537,0.0009631573554124745,rollover,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011198312752343832
MATR_b3c1,MATR,1061,1061,0,False,1.068427683449887,1.0652804783216787,False,0.1884276834498868,False,1061.0,1.0652804783216787,1.0683245048951084,1.068427683449887,1.0686969706293743,,False,,False,,False,,False,1061.0,False,,False,996.0,False,1033.0,False,923.0,False,968.0,False,16.0,True,16.0,1061.0,0.0034164923076955844,True,0.006335601325592844,0.0019300469289021782,0.0011024138552365847,rollover,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00110840537861134
MATR_b3c10,MATR,1076,1076,0,False,1.064645648251752,1.0619203300699303,False,0.18464564825175178,False,1076.0,1.0619203300699303,1.0643059356643394,1.064645648251752,1.065008954545458,,False,,False,,False,,False,1076.0,False,,False,1004.0,False,1046.0,False,929.0,False,977.0,False,20.0,True,20.0,1076.0,0.0030886244755277126,True,0.0058744718975614904,0.0023681859214786517,0.0015731796633506152,rollover,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017688772038944
MATR_b3c11,MATR,815,815,0,False,1.070726958508162,1.0682229825174825,False,0.1907269585081619,False,815.0,1.0682229825174825,1.0704247435897472,1.070726958508162,1.070726958508162,,False,,False,,False,,False,815.0,False,,False,767.0,False,792.0,False,693.0,False,738.0,False,17.0,True,17.0,815.0,0.00250397599067953,True,0.0048805084839309955,0.0008550206527814916,0.0008531643518462129,rollover,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010613003850362625
MATR_b3c12,MATR,930,930,0,False,1.0768634296037334,1.0744656909090906,False,0.19686342960373326,False,930.0,1.0744656909090906,1.0764313636363672,1.0768634296037334,1.0769329400932437,,False,,False,,False,,False,930.0,False,,False,884.0,False,902.0,False,825.0,False,854.0,False,19.0,True,19.0,930.0,0.0024672491841530864,True,0.005377106506977925,0.001212158830030639,0.001209407267280065,rollover,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015631084579535506
MATR_b3c13,MATR,814,814,0,False,1.0695746181818218,1.0657594020979022,False,0.18957461818182164,False,814.0,1.0657594020979022,1.0690290853146889,1.0695746181818218,1.0695767310023345,,False,,False,,False,,False,814.0,False,,False,767.0,False,794.0,False,683.0,False,737.0,False,20.0,True,20.0,814.0,0.0038173289044323155,True,0.004628044823899322,0.0006481795894017364,0.0006555888614250383,two_term_exponential,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007542434375199579
MATR_b3c14,MATR,856,856,0,False,1.0772953130536167,1.0733189545454542,False,0.19729531305361658,False,856.0,1.0733189545454542,1.076431297202801,1.0772953130536167,1.0776800620046656,,False,,False,,False,,False,856.0,False,,False,814.0,False,833.0,False,747.0,False,781.0,False,20.0,True,20.0,856.0,0.004361107459211366,True,0.004145315822077485,0.0007303016220984875,0.0007410416111659844,two_term_exponential,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009440862443953331
MATR_b3c15,MATR,874,874,0,False,1.0711623426573462,1.0686164181818183,False,0.1911623426573461,False,874.0,1.0686164181818183,1.0708318118881155,1.0711623426573462,1.0712137979021015,,False,,False,,False,,False,874.0,False,,False,823.0,False,850.0,False,738.0,False,790.0,False,12.0,True,12.0,874.0,0.002597379720283177,True,0.0044299488553872545,0.0007884146209643822,0.0008011338244348961,two_term_exponential,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010831869837598452
MATR_b3c16,MATR,1636,1636,0,False,1.0643385261072296,1.06105163986014,False,0.18433852610722945,False,1636.0,1.06105163986014,1.0636177424242461,1.0643385261072296,1.0643385261072296,,False,,False,,False,,False,1636.0,False,,False,1506.0,False,1590.0,False,1352.0,False,1452.0,False,18.0,True,18.0,1636.0,0.0032868862470896154,True,0.00638671848356927,0.0022116806944781266,0.0010964844781521184,rollover,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010233599367390227
MATR_b3c17,MATR,1313,1313,0,False,1.0698727412587448,1.066598002097902,False,0.18987274125874465,False,1313.0,1.066598002097902,1.0698727412587448,1.0698727412587448,1.0698727412587448,,False,,False,,False,,False,1313.0,False,,False,1213.0,False,1269.0,False,1096.0,False,1160.0,False,10.0,True,10.0,1313.0,0.004806633799533611,True,0.005698211869073836,0.0025190697253859853,0.0011287535767345823,rollover,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0010863686292638321
MATR_b3c18,MATR,1144,1144,0,False,1.0700733776223812,1.0681150419580416,False,0.19007337762238108,False,1144.0,1.0681150419580416,1.0700096195804232,1.0700733776223812,1.0700733776223812,,False,,False,,False,,False,1144.0,False,,False,1057.0,False,1099.0,False,963.0,False,1017.0,False,16.0,False,16.0,1144.0,0.001958335664339561,True,0.005852071694542026,0.0022907344866815427,0.001055756597139682,rollover,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012137742811700737
MATR_b3c19,MATR,1153,1153,0,False,1.0738731505827541,1.0721259587412586,False,0.193873150582754,False,1153.0,1.0721259587412586,1.0738731505827541,1.0738731505827541,1.0738731505827541,,False,,False,,False,,False,1153.0,False,,False,1066.0,False,1106.0,False,974.0,False,1017.0,False,10.0,False,10.0,1153.0,0.0017471918414955212,True,0.00594266929529236,0.002762104185391464,0.0010435761751811708,rollover,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013058102987535724
MATR_b3c2,MATR,1265,1265,0,False,1.0630037177156213,1.0607122405594411,False,0.18300371771562118,False,1265.0,1.0607122405594411,1.0628743256410291,1.0630037177156213,1.0630037177156213,,False,,False,,False,,False,1265.0,False,,False,1160.0,False,1224.0,False,1046.0,False,1121.0,False,17.0,True,17.0,1265.0,0.002291477156180166,True,0.005585384509865139,0.002640414256676115,0.0008516597295570818,rollover,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008139075203287006
MATR_b3c20,MATR,811,811,0,False,1.068003553379957,1.0651969895104891,False,0.1880035533799569,False,811.0,1.0651969895104891,1.0675574650349686,1.068003553379957,1.0680706081585116,,False,,False,,False,,False,811.0,False,,False,772.0,False,793.0,False,720.0,False,754.0,False,20.0,True,20.0,811.0,0.0028736186480224912,True,0.006695047081180171,0.001288221090729331,0.0012543833541546804,rollover,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014232920506409847
MATR_b3c21,MATR,770,770,0,False,1.0686206491841528,1.0677852818181819,False,0.18862064918415267,False,770.0,1.0677852818181819,1.0686206491841528,1.0686206491841528,1.0686206491841528,,False,,False,,False,,False,770.0,False,,False,699.0,False,744.0,False,520.0,False,628.0,False,8.0,True,8.0,770.0,0.000835367365970896,True,0.005911140305363216,0.0009894624943620925,0.001035645359322096,two_term_exponential,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013815576535508283
MATR_b3c22,MATR,1000,1000,0,False,1.0590757659673695,1.0564074678321684,False,0.1790757659673694,False,1000.0,1.0564074678321684,1.0586166939393975,1.0590757659673695,1.0590757659673695,,False,,False,,False,,False,1000.0,False,,False,964.0,False,990.0,False,898.0,False,950.0,False,17.0,True,17.0,1000.0,0.002668298135201086,True,0.007336725176176536,0.001331165958382196,0.0013063682057124918,rollover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017857603728842638
MATR_b3c23,MATR,2188,2188,0,False,1.0687427270396306,1.0658912608391613,False,0.18874272703963046,False,,1.0658912608391613,1.06841397668998,1.0687427270396306,1.0688795627039662,,False,,False,,False,,False,,False,,False,2188.0,False,,False,1935.0,False,2103.0,False,16.0,False,16.0,2188.0,0.002988301864804921,True,0.005376203553871128,0.0005265140791879323,0.0004355498405517365,rollover,11.0,14.0,8.0,4.0,14.0,7.0,9.0,4.0,6.0,6.0,2.0,2.0,7.0,4.0,1.0,2.0,1.0,2.0,0.0,2.0,0.00035798464523551855
MATR_b3c24,MATR,823,823,0,False,1.050482590442894,1.0464083314685317,False,0.17048259044289393,False,823.0,1.0464083314685317,1.0500666219114254,1.050482590442894,1.0510358995338032,,False,,False,,False,,False,823.0,False,,False,782.0,False,817.0,False,699.0,False,776.0,False,20.0,True,20.0,823.0,0.004627568065271426,True,0.00561734772947298,0.0013320274141500662,0.0013189507207170639,rollover,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013406889032120178
MATR_b3c25,MATR,987,987,0,False,1.0650901836829871,1.0612567930069934,False,0.18509018368298702,False,987.0,1.0612567930069934,1.0643531125874162,1.0650901836829871,1.0654148715617753,,False,,False,,False,,False,987.0,False,,False,940.0,False,970.0,False,870.0,False,918.0,False,20.0,True,20.0,987.0,0.0041648020979052625,True,0.006533372615871687,0.0012616234182174133,0.0011440065758275652,rollover,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015885269058089372
MATR_b3c26,MATR,1026,1026,0,False,1.0755010188811225,1.0719720125874121,False,0.19550101888112237,False,1026.0,1.0719720125874121,1.0751170130536165,1.0755010188811225,1.0757369552447589,,False,,False,,False,,False,1026.0,False,,False,960.0,False,989.0,False,874.0,False,917.0,False,20.0,True,20.0,1026.0,0.003764942657346726,True,0.004483631446200507,0.0015560299439871662,0.0008266812272159707,rollover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010700037120484705
MATR_b3c27,MATR,848,848,0,False,1.064168887412591,1.0605818692307694,False,0.18416888741259085,False,848.0,1.0605818692307694,1.0638645540792577,1.064168887412591,1.064385504195808,,False,,False,,False,,False,848.0,False,,False,798.0,False,828.0,False,723.0,False,777.0,False,20.0,False,20.0,848.0,0.0038036349650385493,True,0.0048387603577574965,0.0008294433680165854,0.0007831769025908987,rollover,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0007118727374213875
MATR_b3c28,MATR,539,539,0,False,1.0527228668997703,1.0519767769230772,False,0.17272286689977023,False,539.0,1.0519767769230772,1.0527228668997703,1.0527228668997703,1.0527228668997703,,False,,False,,False,,False,539.0,False,,False,449.0,False,524.0,False,289.0,False,421.0,False,6.0,True,6.0,539.0,0.0007460899766931206,True,0.003461118908754299,0.0005687783269457621,0.0005771677526765694,two_term_exponential,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007407062941831411
MATR_b3c29,MATR,856,856,0,False,1.0708673715617751,1.0665129944055947,False,0.19086737156177502,False,856.0,1.0665129944055947,1.0700271349650385,1.0708673715617751,1.0711715289044326,,False,,False,,False,,False,856.0,False,,False,806.0,False,833.0,False,725.0,False,776.0,False,20.0,True,20.0,856.0,0.004658534498837907,True,0.004729278686785368,0.0006638833402341241,0.0006639272038444066,two_term_exponential,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0006433295014169209
MATR_b3c3,MATR,1113,1113,0,False,1.0652432510489547,1.0628084776223778,False,0.18524325104895456,False,1113.0,1.0628084776223778,1.0650568752913787,1.0652432510489547,1.0655227062937098,,False,,False,,False,,False,1113.0,False,,False,1044.0,False,1084.0,False,958.0,False,1015.0,False,20.0,True,20.0,1113.0,0.002714228671331975,True,0.0058528782603270236,0.0015470719454208975,0.0010023145102897265,rollover,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001074048363221366
MATR_b3c30,MATR,933,933,0,False,1.0721533466200504,1.0689066545454549,False,0.19215334662005024,False,933.0,1.0689066545454549,1.071779680419584,1.0721533466200504,1.0723138939393975,,False,,False,,False,,False,933.0,False,,False,891.0,False,913.0,False,826.0,False,865.0,False,20.0,True,20.0,933.0,0.003407239393942607,True,0.005699197098790022,0.0005448697177108294,0.0005397980162186366,rollover,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005304681798057573
MATR_b3c31,MATR,729,729,0,False,1.0714425400932437,1.0683497727272733,False,0.19144254009324357,False,729.0,1.0683497727272733,1.0709485331002369,1.0714425400932437,1.0716160034965072,,False,,False,,False,,False,729.0,False,,False,694.0,False,712.0,False,645.0,False,673.0,False,20.0,True,20.0,729.0,0.0032662307692339354,True,0.0057395975782918865,0.0010477061656918112,0.0010377605111644495,rollover,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011826488310703077
MATR_b3c32,MATR,2236,2236,0,False,1.075078153379957,1.0726526531468532,False,0.19507815337995682,False,,1.0726526531468532,1.0748301337995374,1.075078153379957,1.075078153379957,,False,,False,,False,,False,,False,,False,,False,,False,2115.0,False,2236.0,False,19.0,False,19.0,2236.0,0.002425500233103728,True,0.002629200401980907,0.0005207420127352744,0.0005243368120511716,two_term_exponential,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006874808622123485
MATR_b3c33,MATR,1282,1282,0,False,1.0627973167832203,1.0603153293706293,False,0.1827973167832202,False,1282.0,1.0603153293706293,1.0625401692307728,1.0627973167832203,1.0628610351981387,,False,,False,,False,,False,1282.0,False,,False,1214.0,False,1257.0,False,1119.0,False,1187.0,False,20.0,True,20.0,1282.0,0.002545705827509348,True,0.007678566432705054,0.0014987145031760656,0.0009424480386424103,rollover,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011255763813950086
MATR_b3c34,MATR,1156,1156,0,False,1.0642233501165537,1.061545432867133,False,0.18422335011655355,False,1156.0,1.061545432867133,1.0640323750582785,1.0642233501165537,1.0642236261072298,,False,,False,,False,,False,1156.0,False,,False,1067.0,False,1125.0,False,973.0,False,1031.0,False,20.0,True,20.0,1156.0,0.002678193240096771,True,0.006238352726519108,0.0029240645517535193,0.001267861416134706,rollover,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001496556161476734
MATR_b3c35,MATR,1091,1091,0,False,1.065326200466204,1.0634828986013987,False,0.18532620046620396,False,1091.0,1.0634828986013987,1.0652333550116586,1.065326200466204,1.0653447750582785,,False,,False,,False,,False,1091.0,False,,False,1008.0,False,1056.0,False,906.0,False,973.0,False,19.0,True,19.0,1091.0,0.0020090745920746667,True,0.005003633265740823,0.0016794646581176145,0.0010672718585746377,rollover,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012324362695363827
MATR_b3c36,MATR,921,921,0,False,1.060545249417253,1.0575962783216786,False,0.1805452494172528,False,921.0,1.0575962783216786,1.0601036069930105,1.060545249417253,1.060545249417253,,False,,False,,False,,False,921.0,False,,False,886.0,False,910.0,False,811.0,False,872.0,False,20.0,True,20.0,921.0,0.0029489710955743487,True,0.0072652499831758624,0.0014024605970728613,0.0013657587735237547,rollover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018885218911765074
MATR_b3c37,MATR,1388,1388,0,False,1.0506014363636398,1.0470061307692307,False,0.17060143636363967,False,1388.0,1.0470061307692307,1.0499475519813555,1.0506014363636398,1.051195951515155,,False,,False,,False,,False,1388.0,False,,False,1309.0,False,1376.0,False,1123.0,False,1294.0,False,11.0,True,11.0,1388.0,0.033355744522144626,False,0.007196307869310757,0.0032315319257057713,0.003215742671789856,rollover,4.0,4.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.001259419895613744
MATR_b3c38,MATR,1933,1933,0,False,1.0725392601398638,1.0703227006993008,False,0.19253926013986367,False,1933.0,1.0703227006993008,1.0723114876456914,1.0725392601398638,1.0725392601398638,,False,,False,,False,,False,1933.0,False,,False,1810.0,False,1874.0,False,1598.0,False,1715.0,False,19.0,False,19.0,1933.0,0.002216559440562982,True,0.006715895976221447,0.00128410365149772,0.0009485108218146559,rollover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012467128212930911
MATR_b3c39,MATR,1154,1154,0,False,1.0514178428904464,1.047463913986014,False,0.17141784289044626,False,1154.0,1.047463913986014,1.050500684382288,1.0514178428904464,1.0514294596736633,,False,,False,,False,,False,1154.0,False,,False,1100.0,False,1145.0,False,991.0,False,1092.0,False,20.0,True,20.0,1154.0,0.003965545687649286,True,0.007543869963727263,0.001087513703041186,0.0010555822424376385,rollover,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012215041891976276
MATR_b3c4,MATR,1046,1046,0,False,1.0748160550116586,1.0725074993006993,False,0.19481605501165844,False,1046.0,1.0725074993006993,1.0745793372960408,1.0748160550116586,1.0752443808857843,,False,,False,,False,,False,1046.0,False,,False,977.0,False,1006.0,False,892.0,False,937.0,False,16.0,False,16.0,1046.0,0.002736881585085005,True,0.004734941505966558,0.0012736718114759172,0.0008929479526653535,rollover,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0009212101031833046
MATR_b3c40,MATR,794,794,0,False,1.0637955932400969,1.0592270258741263,False,0.18379559324009676,False,794.0,1.0592270258741263,1.06325222634033,1.0637955932400969,1.0638146181818218,,False,,False,,False,,False,794.0,False,,False,747.0,False,778.0,False,668.0,False,726.0,False,17.0,True,17.0,794.0,0.004587592307695454,True,0.0045591574408456225,0.0006256666887183634,0.0006239239973381155,rollover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008058232840515804
MATR_b3c41,MATR,784,784,0,False,1.0544417202797238,1.0506918300699297,False,0.1744417202797237,False,784.0,1.0506918300699297,1.0537938358974395,1.0544417202797238,1.054847885314689,,False,,False,,False,,False,784.0,False,,False,734.0,False,773.0,False,654.0,False,722.0,False,20.0,True,20.0,784.0,0.004160568997672698,True,0.0032892950998484206,0.0006268960429093164,0.0005835551412100622,rollover,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007091773787735002
MATR_b3c42,MATR,1640,1640,0,False,1.0697535997669032,1.0671082223776225,False,0.1897535997669031,False,1640.0,1.0671082223776225,1.0691544179487216,1.0697535997669032,1.0699642550116586,,False,,False,,False,,False,1640.0,False,,False,1527.0,False,1588.0,False,1358.0,False,1455.0,False,20.0,True,20.0,1640.0,0.0028560326340361097,True,0.0056751991852952,0.001369354390626499,0.001359682406223288,rollover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015338391614240967
MATR_b3c43,MATR,1044,1044,0,False,1.0731610986014022,1.0702973440559442,False,0.19316109860140207,False,1044.0,1.0702973440559442,1.0727246156177193,1.0731610986014022,1.0732905351981388,,False,,False,,False,,False,1044.0,False,,False,993.0,False,1018.0,False,927.0,False,962.0,False,20.0,True,20.0,1044.0,0.00299319114219454,True,0.006705372455754011,0.0016147193419596385,0.0014441105843866018,rollover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019795220260671004
MATR_b3c44,MATR,938,938,0,False,1.0736855699300736,1.0697429020979026,False,0.19368556993007346,False,938.0,1.0697429020979026,1.0729211587412624,1.0736855699300736,1.0738763832167868,,False,,False,,False,,False,938.0,False,,False,902.0,False,920.0,False,848.0,False,880.0,False,20.0,True,20.0,938.0,0.00413348111888423,True,0.006763827222484576,0.0013119247050125144,0.001301381770296328,rollover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018185993462902495
MATR_b3c45,MATR,1799,1799,0,False,1.0716944969697004,1.0696614426573425,False,0.1916944969697003,False,1799.0,1.0696614426573425,1.0712892046620084,1.0716944969697004,1.072205884382288,,False,,False,,False,,False,1799.0,False,,False,1673.0,False,1735.0,False,1498.0,False,1594.0,False,16.0,True,16.0,1799.0,0.00254444172494539,True,0.006183164611403626,0.0014447555499146054,0.0012783266384689585,rollover,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014624422978641823
MATR_b3c5,MATR,826,826,0,False,1.0538047477855512,1.0515670986013987,False,0.1738047477855511,False,826.0,1.0515670986013987,1.0536847638694673,1.0538047477855512,1.0540021065268101,,False,,False,,False,,False,826.0,False,,False,779.0,False,815.0,False,687.0,False,768.0,False,20.0,True,20.0,826.0,0.002435007925411403,True,0.005845081342488662,0.0012600764514125887,0.0012443388361054544,rollover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012319074338712152
MATR_b3c6,MATR,665,665,0,False,1.063035861118881,1.062732006293706,False,0.18303586111888093,False,665.0,1.062732006293706,1.063035861118881,1.063035861118881,1.063035861118881,,False,,False,,False,,False,665.0,False,,False,548.0,False,629.0,False,358.0,False,490.0,False,4.0,True,4.0,665.0,0.0008665181818180434,True,0.003592862866574712,0.0011738357510268466,0.0010438553133689662,rollover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005054482612073524
MATR_b3c7,MATR,1834,1834,0,False,1.0708184925407962,1.0677476048951051,False,0.19081849254079608,False,1834.0,1.0677476048951051,1.0703120289044323,1.0708184925407962,1.0709502641025677,,False,,False,,False,,False,1834.0,False,,False,1708.0,False,1775.0,False,1518.0,False,1630.0,False,14.0,True,14.0,1834.0,0.0032026592074625437,True,0.005691515383355309,0.0013002309594214124,0.0009978797901641088,rollover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012953264522100657
MATR_b3c8,MATR,826,826,0,False,1.0684814097902133,1.0648958629370628,False,0.18848140979021322,False,826.0,1.0648958629370628,1.067979624475528,1.0684814097902133,1.068667708624712,,False,,False,,False,,False,826.0,False,,False,789.0,False,810.0,False,730.0,False,770.0,False,20.0,True,20.0,826.0,0.0037718456876492112,True,0.0061412788433374945,0.0010420656053975019,0.0010300077461816847,rollover,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012828326225464194
MATR_b3c9,MATR,1037,1037,0,False,1.0732625727272764,1.0696274230769232,False,0.19326257272727632,False,1037.0,1.0696274230769232,1.0728384396270432,1.0732625727272764,1.0733451209790246,,False,,False,,False,,False,1037.0,False,,False,985.0,False,1010.0,False,918.0,False,955.0,False,17.0,True,17.0,1037.0,0.0037176979021014134,True,0.005663186282990132,0.001182197936100688,0.0011764793661422643,rollover,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001441697447306174
